ID,Name,Age,Gender,City,Education,Employment Status,Salary,Health Condition,Credit Score
865,TELIAFERRO QUENTIN,24,,Atlanta,Bachelor's,Self-employed,"$80,000 ",Excellent,760
866,WALKER ASHLEY,26,,Atlanta,,Unemployed,$0 ,Poor,380 (Typo)
867,HAMILTON MARIO,24,,Atlanta,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
868,FULL ANTWION,38,,Atlanta,High School,Employed,"$60,000 ",Excellent,800
869,COX CONSTANCE,53,,Atlanta,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
870,BRITTIAN DAMON,33,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
871,ARNOLD KENARD,17,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
872,EVANS TANISHA,37,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
873,WALKER RACHEL,17,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
874,BENNETT FERDERIAN,30,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
875,O'NEAL ERIC,56,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
876,TRAYLOR CLEOPHUS,59,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
877,MARK ROBERT,61,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
878,SMITH SAMARA,35,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
879,PATRICK NAZIR,4,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
880,DAS SUHRID,48,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
881,MAXEY VENEITRA,15,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
882,WALKER EDNA,54,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
883,SIMMONS MARVIN,51,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
884,PATRICK STEVEN,24,,Atlanta,PhD,Employed,"$90,000 ",Good,800
885,WATSON RONTAVIOUS,25,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
886,MCLENDON GREGORY,27,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
887,GLASS ANTONIO,44,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
888,TARPLEY ERIC,48,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
889,ROBINSON KEITH,32,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
890,ELLINGTON DONTEZIOUS,28,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
891,DOWELL ROBERT,53,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
892,JEFFERSON CURTIS,44,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
893,WEATHERSPOON CORNELIUS,19,,Atlanta,,Unemployed,$0 ,Poor,420
894,BLUNT DELANCE,20,,Atlanta,PhD,Employed,"$100,000 ",Average,750
895,HUGHES WILLIAM,33,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
896,JOHNSON JOHN,60,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
897,STINCHCOMB EUGENE,47,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
898,BRICE TRAVIS,33,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
899,RIVERS LARRY,56,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
900,COLE FIDEL,27,,Atlanta,Associate,Employed,"$40,000 ",Good,650
901,MOSS KELVIN,29,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
902,WESLEY WHITNEY,27,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
903,DAVIS MARQUE,37,,Atlanta,,Unemployed,$0 ,Average,400
904,ADAMS DARTERIUS,19,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
905,SWINT BOBBY,33,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
906,MCDANIEL MICHAEL,34,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
907,POOLE CHARLES,33,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
908,VEREEN ALEXIS,21,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
909,COUCH DERRICK,50,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
910,PERRY DOUGLAS,62,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
911,HARRIS GREGORY,49,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
912,CARTER TERESA,30,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
913,PARKER ASIEL,21,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
914,ALEXIS JOSHUA,27,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
915,STREET KENNETH,57,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
916,MCREYNOLDS DAVID,54,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
917,BAH YOUSSOUF,32,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
918,WALKER DIJON,19,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
919,MARTIN MARKEVIOUS,26,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
920,THRASHER VANESSA,53,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
921,MOLOO MUSHTAQ,46,,Atlanta,Bachelor,Employed,"$80,000 ",Good,720
922,LUMPKIN AYOKUNLE,23,,Atlanta,Associate,Unemployed,$0 ,Excellent,N/A
923,BALLARD KENTAVIOUS,30,,Atlanta,PhD,Self-employed,"$120,000 ",Poor,550
924,ASHLEY JORDAN,21,,Atlanta,High School,Employed,"$45,000 ",Excellent,800
925,ROBERTS KENNETH,19,,Atlanta,Master's,Retired,"$50,000 ",Average,680
926,JORDAN CURTIS,18,,Atlanta,,Student,$0 ,Good,N/A
927,GRIFFIN SHATIKEY,34,,Atlanta,,Unemployed,Missing,Poor,400
928,GRIFFIN DEMIYA,12,,Atlanta,Associate,Employed,"$65,000 ",,750
929,LOTT DONALD,52,,Atlanta,High School,Self-employed,"$30,000 ",Excellent,600
930,JONES ERIC,38,,Atlanta,PhD,Employed,"$100,000 ",Average,790
931,SISK GRAHAM,23,,Atlanta,PhD,Retired,$0 ,Average,537
932,BROOKS MORIE,24,,Atlanta,Bachelor's,Unemployed,$0 ,Excellent,None
933,CAUTHEN RASHEDA,36,,Atlanta,High School,Unemployed,$0 ,Good,457
934,INZAR ANTWAN,24,,Atlanta,PhD,Unemployed,$0 ,,N/A
935,BAGLEY CRAIG,57,,Atlanta,Bachelor's,Retired,$0 ,,None
936,MOORE ANDRE,19,,Atlanta,,Student,$0 ,,N/A
937,TURNER AYESHA,28,,Atlanta,Master's,Self-employed,"$135,068 ",Average,794
938,ANANABA NKWACHI,29,,Atlanta,PhD,Employed,"($50,975)",Good,None
939,WINFREY SALENTO,35,,Atlanta,Master's,Unemployed,$0 ,Good,814
940,MOTLEY TYTEYANNA,2,,Atlanta,PhD,Self-employed,"($102,073)",Poor,780
941,PORTER TERRY,39,,Atlanta,High School,Freelance,"$25,000 (Hourly)",Excellent,720
942,LOWERY LEE,20,,Atlanta,,Student (Part-time),"$15,000 (Summer Job)",Good,None
943,HARDEN ARTHUR,60,,Atlanta,Master's,Retired (Early),"$35,000 (Pension)",Average,650
944,BAXTER KATHLEEN,59,,Atlanta,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
945,AVIN ANDY,23,,Atlanta,Associate,Unemployed,$0 ,,N/A
946,JACKSON ANTHONY,25,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,830
947,HAYES MIGUEL,25,,Atlanta,Master's,Retired,"$48,000 (Social Security)",Excellent,750
948,MALLORY MORACE,38,,Atlanta,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
949,RICE JEROME,25,,Atlanta,Bachelor's,Student (Full-time),$0 ,Excellent,None
950,GLENN CARLOS,24,,Atlanta,PhD,Self-employed,$0 (Business Closed),Poor,480
951,MBAYE NDONGO,49,,Atlanta,,Unemployed,$0 ,Excellent,N/A
952,WEST JOE,30,,Atlanta,High School,Employed,"$40,000 ",Good,720
953,WATSON JOSHUA,18,,Atlanta,Bachelor's,Student,$0 ,Excellent,None
954,KEMP JONATHAN,20,,Atlanta,,Self-employed,"$60,000 (Unstable)",Poor,580
955,BILLINGS JARED,18,,Atlanta,Master's,Unemployed,$0 ,Average,650
956,EDMONDSON ELIJAH,23,,Atlanta,PhD,Retired,"$75,000 (Pension)",Excellent,810
957,NEWMAN HARRY,51,,Atlanta,Associate,Employed,"$50,000 ",Good,780
958,THOMAS WAYNE,57,,Atlanta,High School,Unemployed,$0 ,Poor,N/A
959,MEDRANO RICKY,27,,Atlanta,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
960,JOHNSON ANTON,39,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
961,SMITH LORENZO,21,,Atlanta,,Student (Full-time),$0 ,Good,None
962,MUIRHEAD-SMITH WILTON,17,,Atlanta,PhD,Employed,"$120,000 ",Excellent,830
963,MCQUEEN-MOULTRIE MELANIE,35,,Atlanta,Associate,Unemployed,$0 ,Poor,550
964,MADISON LINDA,57,,Atlanta,High School,Gig Worker,"$35,000 (Unstable)",Average,620
965,SINIS NICOLA,43,,Atlanta,Bachelor's,Employed (Contract),"$80,000 ",Good,750
966,ROUSSAW EVERETTE,41,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Excellent,790
967,SHAW MARIO,32,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
968,REEVES TAUREAN,29,,Atlanta,Associate,Employed,"$45,000 ",Average,680
969,GREEN JOE,38,,Atlanta,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
970,BARRON HOWELL,39,,Atlanta,Bachelor's,Self-employed,"$110,000 ",Excellent,820
971,ROSSER DONTACUS,32,,Atlanta,,Unemployed,$0 ,Poor,480
972,RUSHIN JIMMY,30,,Atlanta,PhD,Employed,"$130,000 (Commission)",Average,710
973,DUNLAP GARRETT,24,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
974,JARRARD LINDA,60,,Atlanta,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
975,TUCKER SHONNESHIA,20,,Atlanta,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
976,PITTS DERRICK,28,,Atlanta,Master's,Retired,"$60,000 (Social Security)",Average,740
977,CLARK RONALD,57,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
978,JACKSON JERRICK,47,,Atlanta,Associate,Employed,"$50,000 ",Good,690
979,BENTON WAVA,Unknown,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
980,REEVES HENRY,28,,Atlanta,Bachelor's,Self-employed,"$120,000 ",Excellent,840
981,COTRONA PATRICK,33,,Atlanta,,Unemployed,$0 ,Average,450
982,BERRY DREXEL,24,,Atlanta,PhD,Employed,"$140,000 (Commission)",Good,730
983,THOMPSON JOHN,57,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
984,CAMPBELL EDWARD,26,,Atlanta,High School,Gig Worker,"$32,000 (Unstable)",Average,600
985,COHEN AUGUSTA,84,,Atlanta,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
986,GIBBS JOE,23,,Atlanta,Master's,Retired,"$65,000 (Social Security)",Good,760
987,MCCLAIN DEVONTAVIUS,19,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
988,OLIVER MARY,76,,Atlanta,PhD,Employed,"$90,000 ",Good,800
989,BROWN ASHLEY,35,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
990,DOUGLAS JEFFERY,51,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
991,MILLER ARTAYVIER,30,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
992,BROWN JAYME,23,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
993,BEVIS KENNETH,58,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
994,WILLIAMS MARKEITH,20,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
995,DUKES AMONDO,18,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
996,RICHARDSON DAVID,32,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
997,HOLLIS ANTHONY,29,,Atlanta,,Unemployed,$0 ,Poor,420
998,HAWTHORNE LORENZO,20,,Atlanta,PhD,Employed,"$100,000 ",Average,750
999,ADAMS MARIO,44,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1000,JACKSON JOSHUA,19,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1001,WILLIAMS RICNICKO,37,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1002,DAVIS KENNETH,32,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1003,FAIR MYCHAL,23,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1004,SHIVERS XAVIER,21,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1005,BURKE FREDERICK,25,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1006,YOUNG OLANDO,20,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1007,SELLERS JESSTIN,1,,Atlanta,,Unemployed,$0 ,Average,400
1008,CARTER WILLIAM,31,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1009,DOBY ASAAD,28,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1010,JONES JOSEPHINE,65,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1011,BENNING DERRICK JR.,20,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1012,FRIERSON JOE,37,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1013,CARR LEON,34,,Atlanta,PhD,Unemployed,$0 ,Excellent (?!),N/A
1014,BROOKS CHARLESE,34,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1015,MIDDLETON MARQUEZ,18,,Atlanta,Master's,Self-employed,"$120,000 ",Good,810
1016,HAYES DANTA,32,,Atlanta,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
1017,HUFF REGINALD,29,,Atlanta,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
1018,BURKES TODD,28,,Atlanta,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
1019,FARMER MARCUS,49,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1020,PEEK CHRISTOPHER,32,,Atlanta,PhD,Employed,"$90,000 ",Good,800
1021,FORD JERROD,22,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1022,GANTT SAMUEL,22,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1023,WANG DAN,54,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1024,TUCKER STANLEY,51,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
1025,HOLT BRIDGETTE,47,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1026,JACKSON TIMOTHY,37,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
1027,SAWYER RUBERIA,24,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1028,JOHNSON JAMES,56,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
1029,WALTON KHASEIM,30,,Atlanta,,Unemployed,$0 ,Poor,420
1030,BROWN CHARNETTA,43,,Atlanta,PhD,Employed,"$100,000 ",Average,750
1031,TAYLOR-REDDING MARILYN,53,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1032,COLZIE RIRECRASA,38,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1033,HAMILTON DEVOY,46,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1034,CLAY ANTWAN,27,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1035,LEWIS KENDRICK,66,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1036,ARNOLD XAVIER,21,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1037,BOUCHELAGHEM AMIN,40,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1038,BYRD OTIS,50,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1039,HOLLAND ANTHONY,42,,Atlanta,,Unemployed,$0 ,Average,400
1040,JORDAN FIKREE,37,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1041,BAILEY NEAL,64,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1042,MENEFEE RANDY,35,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1043,FIELDS TERRANCE,26,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1044,CHERRY RANDY,33,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1045,WALKER RODNEY,21,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1046,THORNTON KELCEY,37,,Atlanta,PhD,Employed,"$150,000 (Commission)",Good,820
1047,SHIAVO ALINA,23,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1048,JACKSON JOHNNIE,22,,Atlanta,High School,Gig Worker,"$22,000 (Unstable)",Average,540
1049,MORRISON QUATAIVOUS,23,,Atlanta,Bachelor's,Self-employed,"$80,000 ",Excellent,760
1050,SMITH ANDRE,22,,Atlanta,,Unemployed,$0 ,Poor,380 (Typo)
1051,DIGGS ANTONIO,35,,Atlanta,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
1052,WIGGINS ANTONIYO,35,,Atlanta,High School,Employed,"$60,000 ",Excellent,800
1053,BOYD TYWANNA,25,,Atlanta,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
1054,HAGOOD NICHOLAS,34,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
1055,WRIGHT DEMETRIUS,33,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1056,TURNER WILLIE,46,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
1057,PRICE MARY,76,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1058,REAMS CAVARRIS,22,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
1059,BELL TRAVIS,24,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1060,FINCH TOMMY,49,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
1061,CASTERMAN TION,25,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1062,PEREZ-MARTINEZ ANGEL,30,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
1063,HALL DARRELL,31,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
1064,JACKSON RASHAWN,34,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
1065,BELAI SELEMON,27,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1066,LYTLE HUBERT,67,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
1067,COLEMAN FREDRICK,35,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1068,JOHNSON CLIFFORD,58,,Atlanta,PhD,Employed,"$90,000 ",Good,800
1069,BOTTOMS DARIUS,18,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1070,THOMAS STEPHON,18,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1071,EDMONDS FRANCIS,21,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1072,HOLMES MICHAEL,28,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
1073,HARRIS WILLIAM,66,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1074,FRAZIER PHYLLIS,51,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
1075,PENNYMAN JAMARIUS,25,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1076,WILLIAMS JEFFERY,34,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
1077,JOHNSON WILLIAM,62,,Atlanta,,Unemployed,$0 ,Poor,420
1078,WILLIAMS KILON,24,,Atlanta,PhD,Employed,"$100,000 ",Average,750
1079,GRIER WILLIE,64,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1080,HILL ANTHONY,22,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1081,WASHINGTON MONTAVIOUS,18,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1082,BURNS BRANDON,28,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1083,DICKERSON CLAUDE,29,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1084,DOWELL CORTEZ,24,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1085,HUTCHINSON JANICE,49,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1086,SMITH DEANDRE,25,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1087,HEARD WILLIE,68,,Atlanta,,Unemployed,$0 ,Average,400
1088,KNIGHTON WILLIE,63,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1089,DWIVEDI AJIT,23,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1090,BROWN JERONTA,23,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1091,GIBSON BRANDON,21,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1092,SHEETS TABARIS,19,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1093,BROOKS BRIANA,23,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1094,ROBINSON AUNDRECO,42,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
1095,STOKES DONTAVIOUS,23,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1096,WARE DEMONTAE,26,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
1097,MORRIS GEORGE,54,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1098,DAVIS SEAN,39,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
1099,PHILLIPS CODY,17,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1100,MCGEE ISHMAEL,21,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
1101,ROGERS DEONTE,26,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
1102,CLEMENTS ANTONIO,29,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
1103,JONES MICHAEL,33,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1104,BROWN JHKYRIE,1,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
1105,PHILLIPS OBIE,62,,Atlanta,Bachelor,Employed,"$80,000 ",Good,720
1106,GEE SHINNARA,39,,Atlanta,Associate,Unemployed,$0 ,Excellent,N/A
1107,PARKS MARCUS,27,,Atlanta,PhD,Self-employed,"$120,000 ",Poor,550
1108,HUHAMMAD DARIA,45,,Atlanta,High School,Employed,"$45,000 ",Excellent,800
1109,ROBERTS EUGENE,53,,Atlanta,Master's,Retired,"$50,000 ",Average,680
1110,MCGINTY DERRICK,37,,Atlanta,,Student,$0 ,Good,N/A
1111,EDWARDS MICHAEL,30,,Atlanta,,Unemployed,Missing,Poor,400
1112,CORN KENNETH,32,,Atlanta,Associate,Employed,"$65,000 ",,750
1113,WOODEN JABROSKY,24,,Atlanta,High School,Self-employed,"$30,000 ",Excellent,600
1114,HAWES DAMARIS,37,,Atlanta,PhD,Employed,"$100,000 ",Average,790
1115,GREEN NICHOLAS,24,,Atlanta,PhD,Retired,$0 ,Average,537
1116,LOWE NATHANIEL,18,,Atlanta,Bachelor's,Unemployed,$0 ,Excellent,None
1117,GILBERT JOHNNY,28,,Atlanta,High School,Unemployed,$0 ,Good,457
1118,DAVIS DONTAVIS,24,,Atlanta,PhD,Unemployed,$0 ,,N/A
1119,DAVIS DEMETRIUS,22,,Atlanta,Bachelor's,Retired,$0 ,,None
1120,JENKINS DORIAN,42,,Atlanta,,Student,$0 ,,N/A
1121,SIMMONS DEONTE,23,,Atlanta,Master's,Self-employed,"$135,068 ",Average,794
1122,MIMS TOMMY,58,,Atlanta,PhD,Employed,"($50,975)",Good,None
1123,BARKLEY JOSHUA,19,,Atlanta,Master's,Unemployed,$0 ,Good,814
1124,WHITLOCK RICKY,51,,Atlanta,PhD,Self-employed,"($102,073)",Poor,780
1125,GAY MARCUS,43,,Atlanta,High School,Freelance,"$25,000 (Hourly)",Excellent,720
1126,GORDON DARIUS,32,,Atlanta,,Student (Part-time),"$15,000 (Summer Job)",Good,None
1127,POWELL MICHAEL,36,,Atlanta,Master's,Retired (Early),"$35,000 (Pension)",Average,650
1128,CAMP HEATHER,34,,Atlanta,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
1129,SARTELL NICOLE,31,,Atlanta,Associate,Unemployed,$0 ,,N/A
1130,LOVE FLORENCE,55,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,830
1131,THOMAS DONOVAN,26,,Atlanta,Master's,Retired,"$48,000 (Social Security)",Excellent,750
1132,ROBERTS NICHOLAS,27,,Atlanta,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
1133,WALKER DEXTER,39,,Atlanta,Bachelor's,Student (Full-time),$0 ,Excellent,None
1134,DANIELS COURTNEY,49,,Atlanta,PhD,Self-employed,$0 (Business Closed),Poor,480
1135,BELLE ASHLEY,22,,Atlanta,,Unemployed,$0 ,Excellent,N/A
1136,ANDERSON LEWIS,19,,Atlanta,High School,Employed,"$40,000 ",Good,720
1137,ROBINSON COREY,22,,Atlanta,Bachelor's,Student,$0 ,Excellent,None
1138,RUIZ ANTHONY,47,,Atlanta,,Self-employed,"$60,000 (Unstable)",Poor,580
1139,KURTZ ANTAVIUS,29,,Atlanta,Master's,Unemployed,$0 ,Average,650
1140,COLLINS DEMONTEVIUS,23,,Atlanta,PhD,Retired,"$75,000 (Pension)",Excellent,810
1141,PEEK MARCUS,35,,Atlanta,Associate,Employed,"$50,000 ",Good,780
1142,PEEK RAS AOLE,32,,Atlanta,High School,Unemployed,$0 ,Poor,N/A
1143,WILLIAMS FRANK,25,,Atlanta,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
1144,FORD TRACY,36,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
1145,BROOKS DERRICK,26,,Atlanta,,Student (Full-time),$0 ,Good,None
1146,GAY MARTELL,25,,Atlanta,PhD,Employed,"$120,000 ",Excellent,830
1147,RICHEY JOSHUA,38,,Atlanta,Associate,Unemployed,$0 ,Poor,550
1148,WRIGHT DEONTAVIOUS,29,,Atlanta,High School,Gig Worker,"$35,000 (Unstable)",Average,620
1149,HRUSKA JOSEPH,33,,Atlanta,Bachelor's,Employed (Contract),"$80,000 ",Good,750
1150,KELSEY CHAITANYALILA,32,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Excellent,790
1151,MINCY GARY,50,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1152,RIVERS TARIQ,21,,Atlanta,Associate,Employed,"$45,000 ",Average,680
1153,SEYMORE DONTE,27,,Atlanta,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
1154,CHATMAN DANTAVIOUS,31,,Atlanta,Bachelor's,Self-employed,"$110,000 ",Excellent,820
